EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND
UFC Fight Night: Cejudo vs. Song,Nursulton Ruziboev vs. Eric McConico,Round 1,Eric McConico,0.0,4 of 10,40%,5 of 13,0 of 0,---,0.0,0.0,0:00,0 of 3,1 of 2,3 of 5,4 of 10,0 of 0,0 of 0
UFC Fight Night: Cejudo vs. Song,Nursulton Ruziboev vs. Eric McConico,Round 2,Eric McConico,0.0,1 of 3,33%,1 of 3,0 of 0,---,0.0,0.0,0:00,1 of 2,0 of 1,0 of 0,1 of 3,0 of 0,0 of 0
UFC Fight Night: Cejudo vs. Song,Modestas Bukauskas vs. Rafael Cerquiera,Round 1,Modestas Bukauskas,1.0,16 of 41,39%,16 of 41,0 of 0,---,0.0,0.0,0:02,11 of 36,3 of 3,2 of 2,16 of 40,0 of 0,0 of 1
UFC Fight Night: Cejudo vs. Song,Modestas Bukauskas vs. Rafael Cerquiera,Round 1,Rafael Cerquiera,0.0,9 of 22,40%,9 of 22,0 of 0,---,0.0,0.0,0:00,4 of 16,0 of 1,5 of 5,9 of 22,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Jared Cannonier vs. Gregory Rodrigues,Round 1,Jared Cannonier,0.0,22 of 38,57%,31 of 49,1 of 1,100%,0.0,0.0,1:34,10 of 25,5 of 5,7 of 8,15 of 30,7 of 8,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Jared Cannonier vs. Gregory Rodrigues,Round 2,Jared Cannonier,0.0,33 of 72,45%,35 of 74,0 of 1,0%,0.0,0.0,0:18,15 of 50,11 of 14,7 of 8,28 of 65,5 of 7,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Jared Cannonier vs. Gregory Rodrigues,Round 3,Jared Cannonier,1.0,34 of 78,43%,34 of 79,0 of 1,0%,0.0,0.0,0:17,27 of 71,2 of 2,5 of 5,22 of 59,3 of 4,9 of 15
UFC Fight Night: Cannonier vs. Rodrigues,Jared Cannonier vs. Gregory Rodrigues,Round 4,Jared Cannonier,1.0,9 of 13,69%,9 of 13,0 of 0,---,0.0,0.0,0:00,7 of 11,2 of 2,0 of 0,4 of 7,5 of 6,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Jared Cannonier vs. Gregory Rodrigues,Round 1,Gregory Rodrigues,2.0,25 of 66,37%,26 of 68,0 of 1,0%,0.0,0.0,0:17,16 of 53,8 of 11,1 of 2,19 of 56,6 of 9,0 of 1
UFC Fight Night: Cannonier vs. Rodrigues,Jared Cannonier vs. Gregory Rodrigues,Round 2,Gregory Rodrigues,0.0,25 of 68,36%,26 of 70,0 of 0,---,0.0,0.0,0:00,16 of 59,5 of 5,4 of 4,25 of 67,0 of 1,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Jared Cannonier vs. Gregory Rodrigues,Round 3,Gregory Rodrigues,0.0,43 of 87,49%,43 of 87,0 of 2,0%,0.0,0.0,0:00,33 of 76,8 of 9,2 of 2,41 of 85,2 of 2,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Jared Cannonier vs. Gregory Rodrigues,Round 4,Gregory Rodrigues,0.0,0 of 0,---,0 of 0,0 of 0,---,0.0,0.0,0:00,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Calvin Kattar vs. Youssef Zalal,Round 1,Calvin Kattar,0.0,8 of 23,34%,8 of 23,0 of 0,---,0.0,0.0,0:00,7 of 20,1 of 2,0 of 1,8 of 23,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Calvin Kattar vs. Youssef Zalal,Round 2,Calvin Kattar,0.0,10 of 37,27%,10 of 37,0 of 0,---,0.0,0.0,0:00,5 of 27,2 of 3,3 of 7,10 of 37,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Calvin Kattar vs. Youssef Zalal,Round 3,Calvin Kattar,0.0,20 of 74,27%,20 of 74,0 of 0,---,0.0,0.0,0:00,15 of 63,2 of 6,3 of 5,17 of 68,3 of 6,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Calvin Kattar vs. Youssef Zalal,Round 1,Youssef Zalal,0.0,26 of 46,56%,26 of 46,0 of 1,0%,0.0,0.0,0:00,16 of 33,2 of 2,8 of 11,26 of 46,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Calvin Kattar vs. Youssef Zalal,Round 2,Youssef Zalal,0.0,27 of 46,58%,28 of 47,0 of 3,0%,0.0,0.0,0:00,20 of 35,2 of 5,5 of 6,27 of 46,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Calvin Kattar vs. Youssef Zalal,Round 3,Youssef Zalal,0.0,21 of 41,51%,21 of 41,0 of 4,0%,0.0,0.0,0:00,17 of 36,1 of 2,3 of 3,21 of 41,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Edmen Shahbazyan vs. Dylan Budka,Round 1,Edmen Shahbazyan,1.0,7 of 15,46%,7 of 15,0 of 0,---,0.0,0.0,0:03,5 of 13,2 of 2,0 of 0,6 of 12,0 of 0,1 of 3
UFC Fight Night: Cannonier vs. Rodrigues,Edmen Shahbazyan vs. Dylan Budka,Round 1,Dylan Budka,0.0,1 of 16,6%,1 of 16,0 of 0,---,0.0,0.0,0:00,1 of 12,0 of 4,0 of 0,1 of 16,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Ismael Bonfim vs. Nazim Sadykhov,Round 1,Ismael Bonfim,0.0,26 of 42,61%,26 of 43,0 of 0,---,0.0,0.0,0:00,14 of 29,5 of 5,7 of 8,24 of 39,2 of 3,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Ismael Bonfim vs. Nazim Sadykhov,Round 1,Nazim Sadykhov,0.0,13 of 46,28%,14 of 49,0 of 0,---,0.0,0.0,0:35,9 of 35,2 of 7,2 of 4,12 of 44,1 of 2,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Rodolfo Vieira vs. Andre Petroski,Round 1,Rodolfo Vieira,0.0,14 of 26,53%,14 of 26,0 of 4,0%,0.0,0.0,0:24,5 of 14,1 of 2,8 of 10,14 of 26,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Rodolfo Vieira vs. Andre Petroski,Round 2,Rodolfo Vieira,0.0,24 of 40,60%,24 of 40,0 of 3,0%,0.0,0.0,0:27,14 of 29,5 of 6,5 of 5,22 of 37,2 of 3,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Rodolfo Vieira vs. Andre Petroski,Round 3,Rodolfo Vieira,0.0,20 of 33,60%,22 of 35,1 of 4,25%,0.0,0.0,0:59,12 of 23,0 of 0,8 of 10,17 of 30,3 of 3,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Rodolfo Vieira vs. Andre Petroski,Round 1,Andre Petroski,0.0,13 of 34,38%,13 of 34,0 of 1,0%,0.0,0.0,0:02,4 of 18,3 of 8,6 of 8,13 of 34,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Rodolfo Vieira vs. Andre Petroski,Round 2,Andre Petroski,0.0,22 of 37,59%,23 of 38,0 of 0,---,0.0,0.0,0:00,11 of 25,3 of 3,8 of 9,22 of 37,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Rodolfo Vieira vs. Andre Petroski,Round 3,Andre Petroski,0.0,20 of 40,50%,22 of 42,0 of 1,0%,0.0,0.0,0:03,11 of 29,1 of 2,8 of 9,19 of 38,0 of 0,1 of 2
UFC Fight Night: Cannonier vs. Rodrigues,Connor Matthews vs. Jose Delgado,Round 1,Connor Matthews,0.0,6 of 23,26%,9 of 31,2 of 3,66%,0.0,0.0,0:47,6 of 20,0 of 3,0 of 0,6 of 23,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Connor Matthews vs. Jose Delgado,Round 1,Jose Delgado,1.0,21 of 40,52%,22 of 42,0 of 0,---,0.0,0.0,0:08,14 of 29,6 of 7,1 of 4,14 of 30,0 of 0,7 of 10
UFC Fight Night: Cannonier vs. Rodrigues,Angela Hill vs. Ketlen Souza,Round 1,Angela Hill,0.0,28 of 46,60%,40 of 59,1 of 1,100%,0.0,0.0,3:00,10 of 27,17 of 18,1 of 1,12 of 28,11 of 12,5 of 6
UFC Fight Night: Cannonier vs. Rodrigues,Angela Hill vs. Ketlen Souza,Round 2,Angela Hill,0.0,42 of 70,60%,46 of 74,0 of 2,0%,0.0,0.0,0:03,22 of 43,17 of 24,3 of 3,37 of 64,5 of 6,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Angela Hill vs. Ketlen Souza,Round 3,Angela Hill,0.0,16 of 42,38%,17 of 43,1 of 3,33%,0.0,0.0,1:28,8 of 26,6 of 13,2 of 3,14 of 39,0 of 1,2 of 2
UFC Fight Night: Cannonier vs. Rodrigues,Angela Hill vs. Ketlen Souza,Round 1,Ketlen Souza,0.0,15 of 27,55%,19 of 32,0 of 1,0%,0.0,0.0,0:01,8 of 19,4 of 5,3 of 3,13 of 25,2 of 2,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Angela Hill vs. Ketlen Souza,Round 2,Ketlen Souza,0.0,32 of 65,49%,35 of 68,0 of 0,---,0.0,0.0,0:00,21 of 49,7 of 9,4 of 7,27 of 59,5 of 6,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Angela Hill vs. Ketlen Souza,Round 3,Ketlen Souza,0.0,23 of 46,50%,23 of 46,0 of 1,0%,0.0,0.0,0:02,12 of 33,8 of 9,3 of 4,21 of 44,2 of 2,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Rafael Estevam vs. Jesus Aguilar,Round 1,Rafael Estevam,0.0,2 of 2,100%,23 of 28,5 of 6,83%,0.0,0.0,3:54,1 of 1,1 of 1,0 of 0,0 of 0,1 of 1,1 of 1
UFC Fight Night: Cannonier vs. Rodrigues,Rafael Estevam vs. Jesus Aguilar,Round 2,Rafael Estevam,0.0,1 of 2,50%,29 of 42,5 of 7,71%,0.0,0.0,4:30,1 of 2,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Rafael Estevam vs. Jesus Aguilar,Round 3,Rafael Estevam,0.0,8 of 26,30%,8 of 26,1 of 6,16%,0.0,0.0,0:58,4 of 17,4 of 9,0 of 0,8 of 26,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Rafael Estevam vs. Jesus Aguilar,Round 1,Jesus Aguilar,0.0,2 of 2,100%,3 of 3,0 of 0,---,1.0,0.0,0:30,1 of 1,0 of 0,1 of 1,2 of 2,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Rafael Estevam vs. Jesus Aguilar,Round 2,Jesus Aguilar,0.0,5 of 10,50%,5 of 11,0 of 1,0%,1.0,0.0,0:00,4 of 9,1 of 1,0 of 0,2 of 7,2 of 2,1 of 1
UFC Fight Night: Cannonier vs. Rodrigues,Rafael Estevam vs. Jesus Aguilar,Round 3,Jesus Aguilar,0.0,28 of 75,37%,33 of 81,2 of 4,50%,0.0,0.0,0:44,21 of 65,3 of 4,4 of 6,27 of 67,1 of 8,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Gabriel Bonfim vs. Khaos Williams,Round 1,Gabriel Bonfim,0.0,7 of 23,30%,7 of 23,3 of 4,75%,1.0,0.0,1:08,2 of 17,0 of 0,5 of 6,7 of 23,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Gabriel Bonfim vs. Khaos Williams,Round 2,Gabriel Bonfim,0.0,28 of 49,57%,28 of 49,1 of 1,100%,1.0,0.0,0:34,18 of 33,0 of 5,10 of 11,28 of 48,0 of 1,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Gabriel Bonfim vs. Khaos Williams,Round 1,Khaos Williams,0.0,7 of 41,17%,10 of 45,0 of 0,---,0.0,0.0,0:22,3 of 23,1 of 6,3 of 12,7 of 41,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Gabriel Bonfim vs. Khaos Williams,Round 2,Khaos Williams,0.0,13 of 49,26%,13 of 49,0 of 0,---,0.0,0.0,0:01,5 of 31,1 of 7,7 of 11,13 of 49,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Vince Morales vs. Elijah Smith,Round 1,Vince Morales,0.0,19 of 40,47%,19 of 40,0 of 0,---,0.0,0.0,0:00,13 of 33,4 of 5,2 of 2,17 of 38,2 of 2,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Vince Morales vs. Elijah Smith,Round 2,Vince Morales,0.0,4 of 5,80%,6 of 8,2 of 3,66%,2.0,2.0,2:02,4 of 5,0 of 0,0 of 0,4 of 5,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Vince Morales vs. Elijah Smith,Round 3,Vince Morales,0.0,17 of 41,41%,17 of 42,0 of 1,0%,1.0,0.0,1:05,13 of 36,4 of 5,0 of 0,15 of 38,2 of 3,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Vince Morales vs. Elijah Smith,Round 1,Elijah Smith,0.0,19 of 43,44%,19 of 43,1 of 1,100%,0.0,0.0,0:17,13 of 33,1 of 2,5 of 8,18 of 42,1 of 1,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Vince Morales vs. Elijah Smith,Round 2,Elijah Smith,0.0,1 of 5,20%,7 of 12,1 of 1,100%,1.0,2.0,2:08,1 of 5,0 of 0,0 of 0,1 of 5,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Vince Morales vs. Elijah Smith,Round 3,Elijah Smith,0.0,20 of 49,40%,26 of 55,1 of 2,50%,0.0,0.0,0:28,15 of 43,1 of 1,4 of 5,18 of 47,2 of 2,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Don'Tale Mayes vs. Valter Walker,Round 1,Don'Tale Mayes,0.0,1 of 2,50%,3 of 4,0 of 0,---,0.0,0.0,0:00,1 of 2,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Don'Tale Mayes vs. Valter Walker,Round 1,Valter Walker,0.0,1 of 3,33%,5 of 9,1 of 2,50%,1.0,0.0,0:58,0 of 2,0 of 0,1 of 1,1 of 3,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Julia Avila vs. Jacqueline Cavalcanti,Round 1,Julia Avila,0.0,24 of 49,48%,24 of 49,0 of 0,---,0.0,0.0,0:00,5 of 28,3 of 4,16 of 17,24 of 49,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Julia Avila vs. Jacqueline Cavalcanti,Round 2,Julia Avila,0.0,12 of 35,34%,15 of 40,1 of 1,100%,0.0,0.0,1:23,4 of 20,2 of 6,6 of 9,12 of 34,0 of 1,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Julia Avila vs. Jacqueline Cavalcanti,Round 3,Julia Avila,0.0,18 of 54,33%,18 of 56,0 of 1,0%,0.0,0.0,0:16,8 of 38,4 of 8,6 of 8,15 of 51,3 of 3,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Julia Avila vs. Jacqueline Cavalcanti,Round 1,Jacqueline Cavalcanti,0.0,32 of 81,39%,32 of 81,0 of 0,---,0.0,0.0,0:00,21 of 69,5 of 6,6 of 6,32 of 81,0 of 0,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Julia Avila vs. Jacqueline Cavalcanti,Round 2,Jacqueline Cavalcanti,0.0,17 of 54,31%,17 of 54,0 of 1,0%,0.0,0.0,0:00,12 of 48,3 of 3,2 of 3,17 of 53,0 of 1,0 of 0
UFC Fight Night: Cannonier vs. Rodrigues,Julia Avila vs. Jacqueline Cavalcanti,Round 3,Jacqueline Cavalcanti,0.0,24 of 64,37%,26 of 66,0 of 0,---,0.0,0.0,0:00,21 of 59,3 of 4,0 of 1,24 of 64,0 of 0,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Dricus Du Plessis vs. Sean Strickland,Round 1,Dricus Du Plessis,0.0,20 of 45,44%,20 of 45,0 of 0,---,0.0,0.0,0:00,5 of 25,6 of 10,9 of 10,20 of 45,0 of 0,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Dricus Du Plessis vs. Sean Strickland,Round 2,Dricus Du Plessis,0.0,31 of 60,51%,31 of 60,0 of 0,---,0.0,0.0,0:00,7 of 31,7 of 10,17 of 19,31 of 60,0 of 0,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Dricus Du Plessis vs. Sean Strickland,Round 3,Dricus Du Plessis,0.0,39 of 79,49%,39 of 79,1 of 1,100%,0.0,0.0,0:05,11 of 46,14 of 15,14 of 18,39 of 79,0 of 0,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Dricus Du Plessis vs. Sean Strickland,Round 4,Dricus Du Plessis,0.0,21 of 66,31%,23 of 68,0 of 0,---,0.0,0.0,0:00,13 of 54,5 of 7,3 of 5,21 of 66,0 of 0,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Dricus Du Plessis vs. Sean Strickland,Round 5,Dricus Du Plessis,0.0,36 of 64,56%,36 of 64,0 of 1,0%,0.0,0.0,0:00,14 of 37,13 of 17,9 of 10,36 of 64,0 of 0,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Dricus Du Plessis vs. Sean Strickland,Round 1,Sean Strickland,0.0,16 of 49,32%,16 of 49,0 of 0,---,0.0,0.0,0:00,10 of 41,5 of 7,1 of 1,16 of 49,0 of 0,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Dricus Du Plessis vs. Sean Strickland,Round 2,Sean Strickland,0.0,29 of 54,53%,29 of 54,0 of 0,---,0.0,0.0,0:00,15 of 35,8 of 13,6 of 6,29 of 54,0 of 0,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Dricus Du Plessis vs. Sean Strickland,Round 3,Sean Strickland,0.0,24 of 47,51%,24 of 47,0 of 0,---,0.0,0.0,0:00,18 of 39,5 of 6,1 of 2,24 of 47,0 of 0,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Dricus Du Plessis vs. Sean Strickland,Round 4,Sean Strickland,0.0,28 of 51,54%,28 of 51,0 of 0,---,0.0,0.0,0:00,23 of 43,5 of 8,0 of 0,28 of 51,0 of 0,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Dricus Du Plessis vs. Sean Strickland,Round 5,Sean Strickland,0.0,31 of 62,50%,31 of 62,0 of 0,---,0.0,0.0,0:00,24 of 54,6 of 7,1 of 1,31 of 62,0 of 0,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Zhang Weili vs. Tatiana Suarez,Round 1,Zhang Weili,0.0,1 of 2,50%,31 of 37,0 of 0,---,0.0,0.0,1:09,0 of 1,0 of 0,1 of 1,1 of 2,0 of 0,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Zhang Weili vs. Tatiana Suarez,Round 2,Zhang Weili,0.0,10 of 17,58%,52 of 69,0 of 0,---,0.0,0.0,2:19,7 of 10,2 of 4,1 of 3,4 of 11,1 of 1,5 of 5
UFC 312: Du Plessis vs. Strickland 2,Zhang Weili vs. Tatiana Suarez,Round 3,Zhang Weili,0.0,19 of 42,45%,33 of 58,0 of 0,---,0.0,0.0,0:06,11 of 28,7 of 10,1 of 4,16 of 39,3 of 3,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Zhang Weili vs. Tatiana Suarez,Round 4,Zhang Weili,0.0,7 of 7,100%,53 of 60,1 of 1,100%,1.0,0.0,4:27,5 of 5,1 of 1,1 of 1,4 of 4,0 of 0,3 of 3
UFC 312: Du Plessis vs. Strickland 2,Zhang Weili vs. Tatiana Suarez,Round 5,Zhang Weili,0.0,16 of 19,84%,63 of 75,0 of 2,0%,0.0,0.0,2:53,9 of 12,6 of 6,1 of 1,4 of 6,7 of 7,5 of 6
UFC 312: Du Plessis vs. Strickland 2,Zhang Weili vs. Tatiana Suarez,Round 1,Tatiana Suarez,0.0,0 of 2,0%,23 of 26,1 of 1,100%,0.0,0.0,3:08,0 of 0,0 of 1,0 of 1,0 of 2,0 of 0,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Zhang Weili vs. Tatiana Suarez,Round 2,Tatiana Suarez,0.0,0 of 2,0%,3 of 6,0 of 4,0%,0.0,0.0,1:27,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Zhang Weili vs. Tatiana Suarez,Round 3,Tatiana Suarez,0.0,8 of 21,38%,9 of 22,0 of 5,0%,0.0,0.0,0:44,0 of 7,2 of 5,6 of 9,6 of 18,2 of 3,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Zhang Weili vs. Tatiana Suarez,Round 4,Tatiana Suarez,0.0,3 of 5,60%,21 of 27,0 of 0,---,0.0,0.0,0:00,1 of 3,0 of 0,2 of 2,3 of 5,0 of 0,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Zhang Weili vs. Tatiana Suarez,Round 5,Tatiana Suarez,0.0,1 of 6,16%,7 of 14,0 of 5,0%,0.0,0.0,0:37,0 of 4,0 of 0,1 of 2,1 of 6,0 of 0,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Justin Tafa vs. Tallison Teixeira,Round 1,Justin Tafa,0.0,0 of 1,0%,0 of 1,0 of 0,---,0.0,0.0,0:00,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Justin Tafa vs. Tallison Teixeira,Round 1,Tallison Teixeira,1.0,8 of 9,88%,9 of 10,0 of 1,0%,0.0,0.0,0:11,5 of 6,3 of 3,0 of 0,1 of 2,3 of 3,4 of 4
UFC 312: Du Plessis vs. Strickland 2,Jimmy Crute vs. Rodolfo Bellato,Round 1,Jimmy Crute,1.0,27 of 47,57%,59 of 84,0 of 0,---,0.0,0.0,3:52,23 of 42,2 of 2,2 of 3,6 of 18,3 of 3,18 of 26
UFC 312: Du Plessis vs. Strickland 2,Jimmy Crute vs. Rodolfo Bellato,Round 2,Jimmy Crute,0.0,46 of 95,48%,46 of 95,0 of 2,0%,0.0,0.0,0:00,40 of 85,3 of 4,3 of 6,39 of 86,7 of 9,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Jimmy Crute vs. Rodolfo Bellato,Round 3,Jimmy Crute,0.0,33 of 67,49%,34 of 68,0 of 1,0%,0.0,0.0,0:00,30 of 63,3 of 4,0 of 0,32 of 66,1 of 1,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Jimmy Crute vs. Rodolfo Bellato,Round 1,Rodolfo Bellato,0.0,1 of 5,20%,4 of 8,0 of 1,0%,0.0,0.0,0:00,0 of 3,1 of 2,0 of 0,1 of 5,0 of 0,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Jimmy Crute vs. Rodolfo Bellato,Round 2,Rodolfo Bellato,0.0,48 of 70,68%,48 of 70,0 of 0,---,0.0,0.0,0:00,18 of 35,14 of 16,16 of 19,44 of 65,4 of 5,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Jimmy Crute vs. Rodolfo Bellato,Round 3,Rodolfo Bellato,0.0,40 of 66,60%,43 of 70,1 of 1,100%,0.0,0.0,0:29,18 of 38,9 of 11,13 of 17,40 of 66,0 of 0,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Jake Matthews vs. Francisco Prado,Round 1,Jake Matthews,0.0,20 of 58,34%,23 of 62,0 of 0,---,0.0,0.0,0:00,17 of 51,3 of 7,0 of 0,17 of 54,3 of 4,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Jake Matthews vs. Francisco Prado,Round 2,Jake Matthews,0.0,22 of 57,38%,39 of 76,0 of 0,---,0.0,0.0,0:00,11 of 43,11 of 14,0 of 0,19 of 53,3 of 4,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Jake Matthews vs. Francisco Prado,Round 3,Jake Matthews,0.0,26 of 69,37%,33 of 77,0 of 0,---,0.0,0.0,0:40,11 of 52,10 of 12,5 of 5,20 of 62,6 of 7,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Jake Matthews vs. Francisco Prado,Round 1,Francisco Prado,0.0,22 of 57,38%,22 of 57,1 of 2,50%,0.0,0.0,0:33,5 of 34,9 of 12,8 of 11,18 of 52,3 of 4,1 of 1
UFC 312: Du Plessis vs. Strickland 2,Jake Matthews vs. Francisco Prado,Round 2,Francisco Prado,0.0,18 of 41,43%,21 of 44,0 of 3,0%,0.0,0.0,1:16,5 of 25,4 of 7,9 of 9,13 of 35,5 of 6,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Jake Matthews vs. Francisco Prado,Round 3,Francisco Prado,0.0,19 of 48,39%,21 of 51,0 of 1,0%,0.0,0.0,0:27,7 of 33,6 of 9,6 of 6,16 of 45,3 of 3,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Jack Jenkins vs. Gabriel Santos,Round 1,Jack Jenkins,1.0,28 of 36,77%,33 of 43,0 of 0,---,0.0,0.0,2:17,19 of 26,3 of 4,6 of 6,7 of 10,5 of 6,16 of 20
UFC 312: Du Plessis vs. Strickland 2,Jack Jenkins vs. Gabriel Santos,Round 2,Jack Jenkins,0.0,5 of 11,45%,5 of 11,0 of 1,0%,0.0,0.0,0:03,2 of 8,2 of 2,1 of 1,5 of 11,0 of 0,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Jack Jenkins vs. Gabriel Santos,Round 3,Jack Jenkins,0.0,1 of 1,100%,1 of 1,0 of 0,---,0.0,0.0,0:00,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Jack Jenkins vs. Gabriel Santos,Round 1,Gabriel Santos,0.0,9 of 20,45%,22 of 34,1 of 2,50%,1.0,0.0,0:50,3 of 12,2 of 3,4 of 5,9 of 20,0 of 0,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Jack Jenkins vs. Gabriel Santos,Round 2,Gabriel Santos,0.0,24 of 32,75%,58 of 69,1 of 2,50%,0.0,0.0,3:48,19 of 25,3 of 5,2 of 2,9 of 17,3 of 3,12 of 12
UFC 312: Du Plessis vs. Strickland 2,Jack Jenkins vs. Gabriel Santos,Round 3,Gabriel Santos,0.0,6 of 9,66%,16 of 20,2 of 3,66%,1.0,0.0,1:41,4 of 7,1 of 1,1 of 1,5 of 8,0 of 0,1 of 1
UFC 312: Du Plessis vs. Strickland 2,Tom Nolan vs. Viacheslav Borshchev,Round 1,Tom Nolan,0.0,27 of 64,42%,29 of 67,0 of 3,0%,2.0,0.0,1:25,13 of 46,6 of 10,8 of 8,24 of 58,2 of 5,1 of 1
UFC 312: Du Plessis vs. Strickland 2,Tom Nolan vs. Viacheslav Borshchev,Round 2,Tom Nolan,0.0,26 of 67,38%,28 of 70,1 of 2,50%,1.0,0.0,0:36,19 of 49,2 of 8,5 of 10,25 of 65,1 of 2,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Tom Nolan vs. Viacheslav Borshchev,Round 3,Tom Nolan,0.0,16 of 44,36%,54 of 99,0 of 3,0%,0.0,0.0,0:00,11 of 35,3 of 5,2 of 4,14 of 40,2 of 4,0 of 0
UFC 312: Du Plessis vs. Strickland 2,Tom Nolan vs. Viacheslav Borshchev,Round 1,Viacheslav Borshchev,0.0,19 of 29,65%,19 of 29,0 of 0,---,0.0,0.0,0:00,7 of 16,7 of 8,5 of 5,19 of 29,0 of 0,0 of 0
